assessment_name,url,description,tags,test_type
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,"VB.NET (New): Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning: The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions: This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=324&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2131/,"Shenzhen, China, Jun 24, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual COMPD,https://www.shl.com/solutions/services/training-calendar/view/virtual-compd-2169/,"Online, United Arab Emirates, Jun 24, 2026: This course provides hands on experience of systematic job analysis techniques (Card Sorts, Repertory Grid, Critical Incidents and Visionary Interviewing) and…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2102/,"Online, Singapore, Jun 25, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2069/,"Online, UK, Jun 30, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment Training,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-training-2170/,"Online, United Arab Emirates, Jul 1, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Assessor Training,https://www.shl.com/solutions/services/training-calendar/view/virtual-assessor-training-2171/,"Online, United Arab Emirates, Jul 8, 2026: Assessment and development centres are only as good as the evidence assembled. This course, ideal for HR professionals and line managers who are to act as…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2070/,"Online, UK, Jul 13, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment - Practitioner (4 sessions plus feedback practical),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-practitioner-%284-sessions-plus-feedback-practical%29-2139/,"Online, South Africa, Jul 14, 2026: Research consistently shows that psychometrics, both personality questionnaires and cognitive ability tests, are used by the majority of organisations. In…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
